name,brand,model,mileage_km,fuel_type,transmission,engine_cc,city,price_pkr,time
Suzuki Baleno  2006 JXL for Sale,Suzuki,2006,200000,Petrol,Manual,1300,Sargodha,1375000,Updated 20 days ago
KIA Classic  2004 LX for Sale,KIA,2004,70000,LPG,Manual,1323,Rahim Yar Khan,800000,Updated 20 days ago
Daihatsu Cuore  2000 CX Eco for Sale,Daihatsu,2000,100000,LPG,Manual,800,Bahawalpur,620000,Updated 20 days ago
Suzuki Mehran  2010 VX (CNG) for Sale,Suzuki,2010,150000,Petrol,Manual,800,Karachi,810000,Updated 20 days ago
Honda Civic  2001 EXi for Sale,Honda,2001,12456,Petrol,Manual,1500,Karachi,950000,Updated 20 days ago
Suzuki Cultus  2004 VXR for Sale,Suzuki,2004,79999,Petrol,Manual,1000,Karachi,765000,Updated 20 days ago
Suzuki Khyber  1994 GA for Sale,Suzuki,1994,168000,Petrol,Manual,1000,Faisalabad,490000,Updated 20 days ago
Suzuki Mehran  2006 VXR (CNG) for Sale,Suzuki,2006,20000,LPG,Manual,800,Karachi,520000,Updated 20 days ago
Daihatsu Hijet  2011  for Sale,Daihatsu,2011,150000,Petrol,Automatic,660,Karachi,1360000,Updated 20 days ago
Suzuki Cultus  2011 VXRi for Sale,Suzuki,2011,115000,Petrol,Manual,1000,Lahore,1240000,Updated 20 days ago
Suzuki Cultus  2004 VXR for Sale,Suzuki,2004,12,Petrol,Manual,1000,Karachi,750000,Updated 20 days ago
Suzuki Baleno  1998  for Sale,Suzuki,1998,280000,Petrol,Manual,1300,Wah cantt,810000,Updated 20 days ago
Suzuki Khyber  1999 GA for Sale,Suzuki,1999,75000,Petrol,Manual,1000,Sahiwal,875000,Updated 20 days ago
Honda City  2001 EXi for Sale,Honda,2001,219000,Petrol,Manual,1300,Islamabad,1795000,Updated 20 days ago
Suzuki Cultus  2007 VXR (CNG) for Sale,Suzuki,2007,78000,LPG,Automatic,1000,Karachi,920000,Updated 20 days ago
Suzuki Cultus  2007 VXR for Sale,Suzuki,2007,150000,Petrol,Manual,1000,Nowshera,1115000,Updated 20 days ago
Mitsubishi Ek Wagon  2007 Limited for Sale,Mitsubishi,2007,124000,Petrol,Automatic,660,Rawalpindi,1830000,Updated 20 days ago
Suzuki Mehran  2007 VXR for Sale,Suzuki,2007,96000,Petrol,Manual,800,Islamabad,875000,Updated 20 days ago
Daihatsu Cuore  2007 CX Eco for Sale,Daihatsu,2007,750000,Petrol,Manual,800,Multan,800000,Updated 20 days ago
Honda Civic  2003 EXi Prosmatec for Sale,Honda,2003,248774,Petrol,Automatic,1500,Islamabad,1550000,Updated 20 days ago
Nissan AD Van  2007  for Sale,Nissan,2007,102000,Petrol,Automatic,1300,Peshawar,1825000,Updated 20 days ago
Suzuki Mehran  2007 VXR (CNG) for Sale,Suzuki,2007,90000,Petrol,Manual,800,Karachi,585000,Updated 20 days ago
Suzuki Potohar  2006 Basegrade for Sale,Suzuki,2006,100000,Petrol,Manual,1000,Karachi,1600000,Updated 20 days ago
Suzuki Bolan  2010 VX (CNG) for Sale,Suzuki,2010,199999,Petrol,Manual,800,Abbottabad,1020000,Updated 20 days ago
Suzuki Cultus  2009 VXRi (CNG) for Sale,Suzuki,2009,60790,Petrol,Manual,1000,Islamabad,1250000,Updated 20 days ago
Daihatsu Cuore  2011 CL Eco for Sale,Daihatsu,2011,110000,Petrol,Manual,800,Faisalabad,990000,Updated 20 days ago
Suzuki Liana  2006 RXi for Sale,Suzuki,2006,260000,Petrol,Manual,1300,Pir mahal,1250000,Updated 20 days ago
Suzuki Mehran  1993 VX for Sale,Suzuki,1993,522071,Petrol,Manual,800,Peshawar,430000,Updated 20 days ago
Honda Civic  1995  for Sale,Honda,1995,149600,Petrol,Automatic,1500,Karachi,1000000,Updated 20 days ago
Suzuki Cultus  2006 VXR (CNG) for Sale,Suzuki,2006,110000,Petrol,Manual,1000,Mardan,1050000,Updated 21 days ago
Suzuki FX  1985 GA for Sale,Suzuki,1985,27654,Petrol,Manual,800,Jauharabad,270000,Updated 21 days ago
Suzuki Bolan  1985  for Sale,Suzuki,1985,10000,Petrol,Manual,800,Kot Momin,370000,Updated 21 days ago
Suzuki Alto  2011  for Sale,Suzuki,2011,200000,LPG,Manual,1000,Shahdara,1050000,Updated 21 days ago
Suzuki Cultus  2007 VXR for Sale,Suzuki,2007,150000,Petrol,Manual,1000,Rawalpindi,890000,Updated 21 days ago
Suzuki Baleno  2001 GTi 1.6 for Sale,Suzuki,2001,90000,Petrol,Manual,1600,Karachi,625000,Updated 21 days ago
Mitsubishi Pajero Mini  1996 VR for Sale,Mitsubishi,1996,150407,Petrol,Manual,660,Murree,1250000,Updated 21 days ago
Suzuki Swift  2011 DLX 1.3 for Sale,Suzuki,2011,115000,Petrol,Manual,1300,Karachi,1780000,Updated 21 days ago
Suzuki Liana  2006 RXi for Sale,Suzuki,2006,200000,Petrol,Manual,1300,Islamabad,980000,Updated 21 days ago
Daihatsu Esse  2007 Eco for Sale,Daihatsu,2007,108000,Petrol,Manual,660,Lahore,1750000,Updated 21 days ago
Suzuki Cultus  2011 VXRi for Sale,Suzuki,2011,62000,Petrol,Manual,1000,Karachi,1245000,Updated 21 days ago
Honda Civic  2004  for Sale,Honda,2004,200000,Petrol,Automatic,1500,Sargodha,1450000,Updated 21 days ago
Honda Civic  2004 EXi Prosmatec for Sale,Honda,2004,196000,Petrol,Automatic,1500,Sargodha,1450000,Updated 21 days ago
Hyundai Santro  2006 Club for Sale,Hyundai,2006,82000,Petrol,Manual,1000,Sheikhupura,1075000,Updated 21 days ago
Suzuki Mehran  2009 VX (CNG) for Sale,Suzuki,2009,39427,Petrol,Manual,800,Sialkot,940000,Updated 21 days ago
KIA Sportage  2005  for Sale,KIA,2005,9500,Diesel,Manual,1800,Islamabad,1500000,Updated 21 days ago
Honda Civic  2001 VTi Oriel 1.6 for Sale,Honda,2001,168000,Petrol,Manual,1600,Peshawar,1825000,Updated 21 days ago
Toyota Corolla 9th (E120) Generation 2005 Altis Automatic 1.8 for Sale,Toyota,2005,160000,Petrol,Automatic,1800,Karachi,2000000,Updated 21 days ago
Suzuki Mehran  2011 VXR for Sale,Suzuki,2011,120000,Petrol,Manual,800,Taunsa sharif,800000,Updated 21 days ago
Suzuki Baleno  2005 JXR for Sale,Suzuki,2005,190000,Petrol,Manual,1300,Rawalpindi,1550000,Updated 21 days ago
Toyota Corolla  1998  for Sale,Toyota,1998,398000,Petrol,Automatic,1600,Peshawar,1780000,Updated 21 days ago
Honda Civic Reborn 2008 VTi Prosmatec 1.8 i-VTEC for Sale,Honda,2008,150000,Petrol,Automatic,1800,Lahore,2000000,Updated 21 days ago
Suzuki Alto  2006 VXR for Sale,Suzuki,2006,300,Petrol,Manual,1000,Rawalpindi,1450000,Updated 21 days ago
Suzuki Mehran  2008 VX (CNG) for Sale,Suzuki,2008,333470,LPG,Manual,800,Karachi,750000,Updated 21 days ago
Suzuki FX  1987 GA for Sale,Suzuki,1987,99000,Petrol,Manual,800,Karachi,315000,Updated 21 days ago
Suzuki Khyber  1997 GA for Sale,Suzuki,1997,100000,Petrol,Manual,1000,Sargodha,700000,Updated 21 days ago
Honda City  2005 i-DSI for Sale,Honda,2005,115589,Petrol,Manual,1300,Peshawar,1700000,Updated 21 days ago
Datsun 120 Y  1982  for Sale,Datsun,1982,85554,Petrol,Manual,1300,Karachi,800000,Updated 21 days ago
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Honda,2005,150000,Petrol,Manual,1500,Multan,1450000,Updated 21 days ago
Suzuki FX  1987 GA for Sale,Suzuki,1987,100000,Petrol,Manual,800,Lahore,350000,Updated 21 days ago
Suzuki Mehran  1989 VX for Sale,Suzuki,1989,300000,Petrol,Manual,800,Islamabad,750000,Updated 21 days ago
Honda Civic 6th Generation 1996 EXi Automatic for Sale,Honda,1996,250620,Petrol,Automatic,1500,Lahore,1200000,Updated 21 days ago
Suzuki Khyber  1996  for Sale,Suzuki,1996,3000,Petrol,Manual,1500,Karachi,380000,Updated 21 days ago
Honda City  2005 i-DSI for Sale,Honda,2005,150000,Petrol,Manual,1300,Rawalpindi,1900000,Updated 21 days ago
Nissan AD Van  2006  for Sale,Nissan,2006,123584,Petrol,Automatic,1300,Peshawar,1650000,Updated 21 days ago
Suzuki Alto Lapin  2007 G for Sale,Suzuki,2007,123000,Petrol,Automatic,660,Lahore,1775000,Updated 21 days ago
Toyota Corolla 9th (E120) Generation 2006 XLi for Sale,Toyota,2006,250000,Petrol,Manual,1300,Mardan,1950000,Updated 21 days ago
Honda Civic  1992  for Sale,Honda,1992,275000,Petrol,Automatic,1200,Gujrat,1750000,Updated 21 days ago
Suzuki Cultus  2007 VXL (CNG) for Sale,Suzuki,2007,98000,Petrol,Manual,1000,Haripur,1250000,Updated 21 days ago
Suzuki Mehran  2010 VXR for Sale,Suzuki,2010,96400,Petrol,Manual,800,Rawalpindi,935000,Updated 21 days ago
Mitsubishi Pajero Mini  1995 VR for Sale,Mitsubishi,1995,200000,Petrol,Automatic,660,Karachi,1050000,Updated 21 days ago
Honda Civic 6th Generation 1996 EXi Automatic for Sale,Honda,1996,250000,Petrol,Automatic,1500,Kohat,1050000,Updated 21 days ago
Suzuki Jimny  1986  for Sale,Suzuki,1986,199000,Petrol,Manual,1300,Karachi,1525000,Updated 21 days ago
Suzuki Mehran  2005 VX (CNG) for Sale,Suzuki,2005,190000,Petrol,Manual,800,Rawalpindi,560000,Updated 21 days ago
Honda Civic 7th Generation (Facelift) 2004 VTi Oriel UG Prosmatec 1.6 for Sale,Honda,2004,145000,Petrol,Automatic,1600,Lahore,1999999,Updated 21 days ago
Suzuki Alto  2005 VXR for Sale,Suzuki,2005,50000,Petrol,Manual,1000,Karachi,710000,Updated 21 days ago
Toyota Duet  2007  for Sale,Toyota,2007,129000,Petrol,Automatic,1000,Gujar Khan,1230000,Updated 21 days ago
Honda Civic 5th Generation 1995 EL for Sale,Honda,1995,123459,Petrol,Manual,1300,Karachi,685000,Updated 21 days ago
Honda City  2003 i-DSI for Sale,Honda,2003,200000,Petrol,Manual,1300,Lahore,1550000,Updated 21 days ago
Suzuki Margalla  1996 GL for Sale,Suzuki,1996,85000,Petrol,Manual,1300,Lahore,850000,Updated 21 days ago
Suzuki Alto  2008 G for Sale,Suzuki,2008,1,Petrol,Automatic,660,Islamabad,1950000,Updated 21 days ago
Honda City  2000 EXi S for Sale,Honda,2000,170000,Petrol,Manual,1500,Karachi,800000,Updated 21 days ago
Suzuki Cultus  2003 VX for Sale,Suzuki,2003,100,Petrol,Manual,1000,Rawalpindi,850000,Updated 21 days ago
Suzuki MR Wagon  2007 WIT XS for Sale,Suzuki,2007,220,Petrol,Automatic,660,Islamabad,1850000,Updated 21 days ago
Suzuki Ravi  2007 Euro II for Sale,Suzuki,2007,123459,Petrol,Manual,800,Islamabad,670000,Updated 21 days ago
Suzuki Liana  2006 Eminent for Sale,Suzuki,2006,210000,Petrol,Manual,1600,Wah cantt,1650000,Updated 21 days ago
Daihatsu Cuore  2010 CX Eco for Sale,Daihatsu,2010,131000,Petrol,Manual,800,Karachi,1015000,Updated 21 days ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,15,Petrol,Manual,800,Karachi,470000,Updated 21 days ago
Suzuki Baleno  2005 JXR for Sale,Suzuki,2005,166100,Petrol,Manual,1300,Rawalpindi,1250000,Updated 21 days ago
Suzuki Alto  2007 EII for Sale,Suzuki,2007,120000,Petrol,Automatic,660,Rawalpindi,1900000,Updated 21 days ago
Suzuki Mehran  2011 VX for Sale,Suzuki,2011,165000,Petrol,Manual,800,Rawalpindi,900000,Updated 21 days ago
Suzuki Mehran  1994 VX for Sale,Suzuki,1994,84653,Petrol,Manual,800,Karachi,390000,Updated 21 days ago
Suzuki Alto  2008 VXR for Sale,Suzuki,2008,123453,Petrol,Manual,1000,Multan,1050000,Updated 21 days ago
Daihatsu Charade  1984 CL for Sale,Daihatsu,1984,200000,Diesel,Manual,1000,Islamabad,450000,Updated 21 days ago
Suzuki Vitara  1990  for Sale,Suzuki,1990,250000,Petrol,Manual,1500,Lahore,1250000,Updated 21 days ago
Suzuki Mehran  1991 VXR (CNG) for Sale,Suzuki,1991,150900,Petrol,Manual,800,Faisalabad,544900,Updated 21 days ago
Toyota Corolla  1986 SE Saloon for Sale,Toyota,1986,145000,Petrol,Automatic,1600,Abbottabad,1900000,Updated 21 days ago
Daihatsu Cuore  2004  for Sale,Daihatsu,2004,37550,Petrol,Automatic,660,Islamabad,1175000,Updated 21 days ago
Suzuki Cultus  2007 VXR for Sale,Suzuki,2007,75000,Petrol,Manual,1000,Rawalpindi,1130000,Updated 21 days ago
Honda Civic 6th Generation 1996 EXi for Sale,Honda,1996,102345,Petrol,Manual,1500,Islamabad,1375000,Updated 21 days ago
Toyota Corolla  1994 SE Limited for Sale,Toyota,1994,240000,Petrol,Automatic,1500,Abbottabad,1650000,Updated 21 days ago
Toyota Belta  2006 X S Package 1.0 for Sale,Toyota,2006,171000,Petrol,Automatic,1000,Karachi,1800000,Updated 21 days ago
Suzuki Mehran  2011 VX (CNG) for Sale,Suzuki,2011,77000,Petrol,Manual,800,Islamabad,680000,Updated 21 days ago
Honda Civic 5th Generation 1995 EX for Sale,Honda,1995,65000,LPG,Manual,1500,Hyderabad,1000000,Updated 21 days ago
Suzuki Mehran  2007 VX for Sale,Suzuki,2007,100000,Petrol,Manual,800,Lahore,700000,Updated 21 days ago
Suzuki Mehran  2006  for Sale,Suzuki,2006,85000,Petrol,Manual,800,Lahore,895000,Updated 21 days ago
Suzuki Mehran  2009 VXR (CNG) for Sale,Suzuki,2009,158624,Petrol,Manual,800,Lahore,790000,Updated 21 days ago
Suzuki Cultus  2007 VXR (CNG) for Sale,Suzuki,2007,98000,Petrol,Manual,1000,Karachi,790000,Updated 21 days ago
Suzuki Mehran  1995 VX for Sale,Suzuki,1995,100000,Petrol,Manual,800,Islamabad,450000,Updated 21 days ago
Suzuki Mehran  1992 VX for Sale,Suzuki,1992,12345,Petrol,Manual,800,Lahore,285000,Updated 21 days ago
Subaru Xv  2007  for Sale,Subaru,2007,95959,Petrol,Manual,860,Okara,410000,Updated 21 days ago
Suzuki Alto  2010 VXR for Sale,Suzuki,2010,98000,Petrol,Manual,1000,Sargodha,1100000,Updated 21 days ago
Suzuki Mehran  2007 VX for Sale,Suzuki,2007,10000,Petrol,Manual,800,Peshawar,750000,Updated 21 days ago
Suzuki Alto  2004 VXR (CNG) for Sale,Suzuki,2004,150000,CNG,Manual,1000,Peshawar,850000,Updated 21 days ago
Suzuki Cultus  2009 VXRi (CNG) for Sale,Suzuki,2009,75000,Petrol,Manual,1000,Lahore,1125000,Updated 21 days ago
Suzuki Liana  2007 Eminent Automatic for Sale,Suzuki,2007,1,Petrol,Automatic,1600,Karachi,1400000,Updated 21 days ago
Suzuki Mehran  2011 VX for Sale,Suzuki,2011,3,Petrol,Manual,800,Islamabad,1075000,Updated 21 days ago
Mitsubishi Galant  1991 1.6 GLX for Sale,Mitsubishi,1991,50000,Petrol,Automatic,1600,Rawalpindi,900000,Updated 21 days ago
Suzuki Mehran  2011 VXR for Sale,Suzuki,2011,67000,Petrol,Manual,800,Lahore,1080000,Updated 21 days ago
Honda Accord  1998  for Sale,Honda,1998,2000,Petrol,Manual,1300,Multan,850000,Updated 21 days ago
Suzuki Mehran  2007 VXR (CNG) for Sale,Suzuki,2007,50000,Petrol,Manual,800,Abbottabad,820000,Updated 21 days ago
Suzuki Baleno  2004 JXR for Sale,Suzuki,2004,203800,Petrol,Manual,1300,Lahore,1350000,Updated 21 days ago
Honda Civic  1999 VTi Oriel 1.6 for Sale,Honda,1999,148000,Petrol,Manual,1600,Abbottabad,1635000,Updated 21 days ago
Honda Civic 5th Generation 1995 EX for Sale,Honda,1995,212000,Petrol,Manual,1500,Islamabad,795000,Updated 21 days ago
Hyundai Santro  2005 Club for Sale,Hyundai,2005,195000,Petrol,Manual,1000,Mardan,1000000,Updated 21 days ago
Toyota Corolla 8th (E110) Generation 1998 SE Limited for Sale,Toyota,1998,110000,CNG,Automatic,1500,Abbottabad,1950000,Updated 21 days ago
Suzuki Khyber  1991  for Sale,Suzuki,1991,300000,Petrol,Manual,1000,Mandra,350000,Updated 21 days ago
Suzuki Mehran  2011 VXR (CNG) for Sale,Suzuki,2011,200000,Petrol,Manual,800,Mansehra,950000,Updated 21 days ago
Suzuki Mehran  2005 VXR for Sale,Suzuki,2005,100000,Petrol,Manual,800,Islamabad,1125000,Updated 21 days ago
Mitsubishi Pajero Mini  1996 VR for Sale,Mitsubishi,1996,1,Petrol,Manual,660,Lahore,1150000,Updated 21 days ago
Toyota Corolla  1980 SE Saloon for Sale,Toyota,1980,20000,Petrol,Manual,2000,Rawalpindi,1200000,Updated 21 days ago
Suzuki Margalla  1992  for Sale,Suzuki,1992,99990,Petrol,Manual,1000,Sheikhupura,680000,Updated 21 days ago
Suzuki Alto  2006 VXR (CNG) for Sale,Suzuki,2006,163000,CNG,Manual,1000,Islamabad,840000,Updated 21 days ago
Suzuki Alto  2007 VXR for Sale,Suzuki,2007,3000,Petrol,Manual,1000,Karachi,800000,Updated 21 days ago
Toyota Corolla 8th (E110) Generation 2000 XE for Sale,Toyota,2000,350000,Petrol,Manual,1300,Sialkot,1200000,Updated 21 days ago
Honda Stream  2001 1.8 RSZ for Sale,Honda,2001,20000,Petrol,Automatic,1600,Peshawar,1400000,Updated 21 days ago
Toyota Vitz  1999 RS 1.3 for Sale,Toyota,1999,90000,Petrol,Automatic,1300,Karachi,1700000,Updated 21 days ago
Toyota Vitz  2002 FL 1.0 for Sale,Toyota,2002,200000,Petrol,Automatic,1000,Lower Dir,2000000,Updated 21 days ago
Suzuki Mehran  2011 VX (CNG) for Sale,Suzuki,2011,73000,Petrol,Manual,800,Peshawar,1230000,Updated 21 days ago
Suzuki Baleno  2004 JXR for Sale,Suzuki,2004,140000,Petrol,Manual,1300,Lahore,1036000,Updated 21 days ago
Daihatsu Charade  1988  for Sale,Daihatsu,1988,184780,Petrol,Automatic,1000,Abbottabad,680000,Updated 21 days ago
Honda Civic  2000 VTi Oriel Automatic 1.6 for Sale,Honda,2000,250000,Petrol,Automatic,1600,Peshawar,1595000,Updated 21 days ago
Suzuki Liana  2007 RXi for Sale,Suzuki,2007,167500,Petrol,Manual,1300,Peshawar,1250000,Updated 21 days ago
Suzuki Baleno  2003 JXR for Sale,Suzuki,2003,85000,Petrol,Manual,1300,Lahore,1230000,Updated 21 days ago
Suzuki Mehran  2011 VX (CNG) for Sale,Suzuki,2011,135000,CNG,Manual,800,Abbottabad,875000,Updated 21 days ago
Suzuki Cultus  2011  for Sale,Suzuki,2011,90,Petrol,Manual,1000,Karachi,1185000,Updated 21 days ago
Honda Civic 6th Generation 1997 EXi for Sale,Honda,1997,100000,Petrol,Manual,1500,Lahore,1000000,Updated 21 days ago
Toyota Passo  2011  for Sale,Toyota,2011,190000,Petrol,Automatic,1000,Sehwan Sharif,1850000,Updated 21 days ago
Honda Civic  1996 VTi Automatic 1.6 for Sale,Honda,1996,200000,Petrol,Automatic,1600,Karachi,1100000,Updated 21 days ago
Toyota Corolla 8th (E110) Generation 1994 GL for Sale,Toyota,1994,200000,Petrol,Manual,1300,Islamabad,1550000,Updated 21 days ago
Toyota Corolla 8th (E110) Generation 1999 2.0D Limited for Sale,Toyota,1999,1,Diesel,Manual,2000,Islamabad,1570000,Updated 21 days ago
Suzuki Mehran  1998 VX for Sale,Suzuki,1998,232323,Petrol,Manual,800,Karachi,385000,Updated 21 days ago
Suzuki Mehran  2005 VXR for Sale,Suzuki,2005,5500,Petrol,Manual,800,Gujranwala,550000,Updated 21 days ago
Honda Civic  2004 EXi for Sale,Honda,2004,148000,Petrol,Manual,1500,Multan,1425000,Updated 21 days ago
KIA Spectra  2003  for Sale,KIA,2003,200000,CNG,Automatic,1800,Abbottabad,1050000,Updated 21 days ago
Jeep M 151  1950  for Sale,Jeep,1950,200000,Diesel,Manual,2300,Islamabad,1500000,Updated 21 days ago
Suzuki Cultus  2006 VXL for Sale,Suzuki,2006,200000,Petrol,Manual,1000,Bahawalpur,750000,Updated 21 days ago
Suzuki Mehran  2008 VXR for Sale,Suzuki,2008,80000,Petrol,Manual,800,Fort Abbass,735000,Updated 21 days ago
Toyota Corolla  1991  for Sale,Toyota,1991,300000,Diesel,Manual,2000,Mardan,1475000,Updated 21 days ago
Honda Civic 6th Generation 1998 EXi for Sale,Honda,1998,300000,CNG,Manual,1500,Hyderabad,1000000,Updated 21 days ago
Honda Civic 6th Generation 1997 EXi for Sale,Honda,1997,100000,Petrol,Manual,1500,Rawalpindi,1300000,Updated 21 days ago
Suzuki Cultus  2007 VXL for Sale,Suzuki,2007,65700,Petrol,Manual,1000,Faisalabad,1196000,Updated 21 days ago
Suzuki Mehran  2002 VXR for Sale,Suzuki,2002,18,Petrol,Manual,800,Islamabad,410000,Updated 21 days ago
Honda Civic  1997  for Sale,Honda,1997,377251,Petrol,Automatic,1300,Peshawar,1050000,Updated 21 days ago
Daihatsu Cuore  2006 CX Eco for Sale,Daihatsu,2006,160000,Petrol,Manual,800,Islamabad,1375000,Updated 21 days ago
Chevrolet Aveo  2006 LT for Sale,Chevrolet,2006,111000,Petrol,Manual,1600,Karachi,680000,Updated 21 days ago
Suzuki Baleno  2005 JXL for Sale,Suzuki,2005,240000,Petrol,Manual,1300,Lahore,1100000,Updated 21 days ago
Toyota Corolla 8th (E110) Generation 2000 XE for Sale,Toyota,2000,245000,Petrol,Manual,1300,Lala musa,1275000,Updated 21 days ago
Suzuki Cultus  2007 VXLi (CNG) for Sale,Suzuki,2007,77964,LPG,Manual,1000,Karachi,1155000,Updated 21 days ago
Honda City  2006 i-DSI for Sale,Honda,2006,200000,Petrol,Manual,1300,Lahore,1900000,Updated 21 days ago
Suzuki Baleno  2002 GLi for Sale,Suzuki,2002,350000,Petrol,Manual,1300,Sargodha,1400000,Updated 21 days ago
Suzuki Cultus  2008 VXRi (CNG) for Sale,Suzuki,2008,100000,LPG,Manual,1000,Karachi,900000,Updated 21 days ago
Fiat Uno  2001  for Sale,Fiat,2001,12,LPG,Manual,1000,Kohat,320000,Updated 21 days ago
Honda City  2000  for Sale,Honda,2000,100000,Petrol,Automatic,1300,Kala shah kaku,1050000,Updated 21 days ago
Honda City  2001  for Sale,Honda,2001,150000,Petrol,Manual,1300,Islamabad,1200000,Updated 21 days ago
Toyota Corolla  1985 GL Saloon for Sale,Toyota,1985,200000,CNG,Manual,1300,Tarbela,650000,Updated 21 days ago
Suzuki Bolan  2007 VX (CNG) for Sale,Suzuki,2007,120000,Petrol,Manual,800,Abbottabad,950000,Updated 21 days ago
Suzuki Khyber  1988  for Sale,Suzuki,1988,200000,Petrol,Manual,1000,Islamabad,700000,Updated 21 days ago
Chevrolet Exclusive  2005  for Sale,Chevrolet,2005,125000,Petrol,Manual,800,Kasur,840000,Updated 21 days ago
Suzuki Mehran  2006 VX (CNG) for Sale,Suzuki,2006,90000,Petrol,Manual,800,Lahore,850000,Updated 21 days ago
Toyota Corolla 9th (E120) Generation 2004 XLi for Sale,Toyota,2004,510345,Petrol,Manual,1300,Faisalabad,1700000,Updated 21 days ago
Honda Civic 6th Generation 1996 EXi for Sale,Honda,1996,143000,Petrol,Manual,1500,Sargodha,1100000,Updated 21 days ago
Suzuki Mehran  1998 VX for Sale,Suzuki,1998,90000,Petrol,Manual,800,Karachi,440000,Updated 21 days ago
Hyundai Santro  2003 Plus for Sale,Hyundai,2003,100000,Petrol,Manual,1000,Fateh Jang,1050000,Updated 21 days ago
Suzuki Bolan  2005 GL for Sale,Suzuki,2005,40000,Petrol,Manual,800,Kohat,800000,Updated 22 days ago
Mercedes Benz B Class  1999  for Sale,Mercedes Benz,1999,156000,Petrol,Manual,1800,Gujranwala,1600000,Updated 22 days ago
Nissan Sunny  2005 EX Saloon 1.3 for Sale,Nissan,2005,118238,Petrol,Manual,1300,Karachi,1690000,Updated 22 days ago
Suzuki Baleno  2002 JXL for Sale,Suzuki,2002,250960,Petrol,Manual,1300,Lahore,1250000,Updated 22 days ago
Suzuki Khyber  1995 GA for Sale,Suzuki,1995,100000,Petrol,Manual,1000,Islamabad,510000,Updated 22 days ago
Suzuki Alto  2008 VXR (CNG) for Sale,Suzuki,2008,97000,CNG,Manual,1000,Jamshoro,1060000,Updated 22 days ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,40000,Petrol,Manual,1000,Murree,1300000,Updated 22 days ago
Honda Civic  2002 VTi Oriel 1.6 for Sale,Honda,2002,90000,Petrol,Manual,1600,Karachi,1370000,Updated 22 days ago
Daihatsu Cuore  2008 CX for Sale,Daihatsu,2008,150000,Petrol,Manual,800,Karachi,850000,Updated 22 days ago
Suzuki Alto  2004 VXR (CNG) for Sale,Suzuki,2004,95000,CNG,Manual,1000,Islamabad,1000000,Updated 22 days ago
Suzuki Alto  2010 VXR for Sale,Suzuki,2010,195816,Petrol,Manual,1000,Karachi,980000,Updated 22 days ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,80000,Petrol,Manual,1000,Lahore,1200000,Updated 22 days ago
Suzuki Cultus  2006 VXR for Sale,Suzuki,2006,150000,Petrol,Manual,1000,Lahore,840000,Updated 22 days ago
KIA Sportage  2004 2.0 LX 4x4 for Sale,KIA,2004,193174,Diesel,Manual,2000,Mansehra,1400000,Updated 22 days ago
Daihatsu Cuore  2008 CX Automatic for Sale,Daihatsu,2008,200000,Petrol,Automatic,800,Lahore,1075000,Updated 22 days ago
Suzuki Mehran  2008 VX for Sale,Suzuki,2008,89270,Petrol,Manual,800,Lahore,750000,Updated 22 days ago
Suzuki Cultus  2005 VXR for Sale,Suzuki,2005,100000,Petrol,Manual,1000,Rawalpindi,900000,Updated 22 days ago
Suzuki Mehran  2007 VXR for Sale,Suzuki,2007,100000,Petrol,Manual,800,Rawalpindi,900000,Updated 22 days ago
Suzuki Mehran  2006 VXR (CNG) for Sale,Suzuki,2006,49000,Petrol,Manual,800,Karachi,670000,Updated 22 days ago
Nissan Sunny  2009 Super Saloon 1.6 (CNG) for Sale,Nissan,2009,200000,Petrol,Manual,1600,Islamabad,1800000,Updated 22 days ago
Suzuki Cultus  2007 VXR for Sale,Suzuki,2007,80000,Petrol,Manual,1000,Lahore,930000,Updated 22 days ago
Suzuki Bolan  1996 VX for Sale,Suzuki,1996,100000,Petrol,Manual,800,Karachi,460000,Updated 22 days ago
Hyundai Santro  2004 Club for Sale,Hyundai,2004,258799,Petrol,Manual,1000,Lahore,985000,Updated 22 days ago
Suzuki Mehran  1998 VXR for Sale,Suzuki,1998,65000,Petrol,Manual,800,Rahim Yar Khan,435000,Updated 22 days ago
Daihatsu Mira  2006 X for Sale,Daihatsu,2006,150000,Petrol,Automatic,660,Lahore,1720000,Updated 22 days ago
Daihatsu Charade  1985  for Sale,Daihatsu,1985,143000,Petrol,Automatic,1500,Karachi,950000,Updated 22 days ago
Suzuki Every  2010 PA for Sale,Suzuki,2010,115000,Petrol,Manual,660,Narowal,1725000,Updated 22 days ago
Suzuki Mehran  1990 VX (CNG) for Sale,Suzuki,1990,200000,Petrol,Manual,800,Islamabad,330000,Updated 22 days ago
Suzuki Khyber  1993  for Sale,Suzuki,1993,112233,Petrol,Manual,1000,Islamabad,530000,Updated 22 days ago
Suzuki APV  2006 GLX for Sale,Suzuki,2006,200000,Petrol,Manual,1600,Islamabad,2000000,Updated 22 days ago
Suzuki Mehran  2001 VX for Sale,Suzuki,2001,105000,Petrol,Manual,800,Chishtian,550000,Updated 22 days ago
Suzuki Mehran  2007 VXR for Sale,Suzuki,2007,169000,Petrol,Manual,800,Lahore,795000,Updated 22 days ago
