name,brand,model,mileage_km,fuel_type,transmission,engine_cc,city,price_pkr,time
Toyota Surf  1997  for Sale,Toyota,1997,100000,Petrol,Automatic,2700,Gujrat,4100000,Updated 7 minutes ago
Suzuki Jimny  1991  for Sale,Suzuki,1991,130000,Petrol,Manual,1000,Gujrat,1100000,Updated 22 minutes ago
Honda City  2004 i-DSI Vario for Sale,Honda,2004,250000,Petrol,Automatic,1300,Lahore,1825000,Updated about 2 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,250000,Petrol,Manual,1300,Lahore,1625000,Updated about 2 hours ago
Toyota IST  2003 1.3 A for Sale,Toyota,2003,100000,Petrol,Automatic,1300,Karachi,1500000,Updated about 2 hours ago
Toyota Mark X  2005 250 G L Package for Sale,Toyota,2005,210000,Petrol,Automatic,2500,Islamabad,4150000,Updated about 5 hours ago
Toyota Land Cruiser 5th (J80) Generation 1995 VX Limited 4.5 for Sale,Toyota,1995,200000,Petrol,Automatic,4500,Karachi,4800000,Updated about 7 hours ago
Daihatsu Cuore  2006 CL for Sale,Daihatsu,2006,100000,Petrol,Manual,800,Lahore,995000,Updated about 7 hours ago
Toyota Prado  2011 TX 2.7 for Sale,Toyota,2011,64373,Petrol,Automatic,2700,Karachi,13760000,Updated about 8 hours ago
Honda City  2005 i-DSI Vario for Sale,Honda,2005,160000,Petrol,Automatic,1300,Chowk munda,1900000,Updated about 8 hours ago
Honda Civic  2005 EXi Prosmatec for Sale,Honda,2005,95000,Petrol,Automatic,1500,Islamabad,2650000,Updated about 9 hours ago
Daihatsu Cuore  2002 CX Automatic for Sale,Daihatsu,2002,249000,Petrol,Automatic,800,Lahore,995000,Updated 8 minutes ago
Suzuki Swift  2011 DLX 1.3 for Sale,Suzuki,2011,215000,Petrol,Manual,1300,Lahore,1500000,Updated 9 minutes ago
Honda Accord  1987  for Sale,Honda,1987,200000,Petrol,Manual,1600,Chakwal,750000,Updated 9 minutes ago
Nissan Pixo  2010 Visia for Sale,Nissan,2010,60500,Petrol,Manual,996,Lahore,1800000,Updated 13 minutes ago
Suzuki Mehran  2007  for Sale,Suzuki,2007,100000,Petrol,Manual,800,Mardan,770000,Updated 14 minutes ago
Honda Civic 7th Generation (Facelift) 2004 VTi 1.6 for Sale,Honda,2004,182000,Petrol,Manual,1600,Karachi,1440000,Updated 14 minutes ago
Toyota Corolla 9th (E120) Generation 2007 Altis Automatic 1.8 for Sale,Toyota,2007,160000,Petrol,Automatic,1800,Gujranwala,2385000,Updated 39 minutes ago
KIA Spectra  2001 1.5 for Sale,KIA,2001,284815,Petrol,Manual,1500,Islamabad,1250000,Updated 41 minutes ago
Daihatsu Mira  2011 ES for Sale,Daihatsu,2011,95000,Petrol,Automatic,660,Rawalpindi,2700000,Updated about 1 hour ago
Honda City  2005 i-DSI Vario for Sale,Honda,2005,270000,Petrol,Automatic,1300,Lahore,1925000,Updated about 1 hour ago
Mitsubishi Pajero Mini  1999  for Sale,Mitsubishi,1999,135000,Petrol,Automatic,660,Islamabad,1525000,Updated about 1 hour ago
Hyundai Excel  1993  for Sale,Hyundai,1993,123,Petrol,Manual,1300,Islamabad,750000,Updated about 1 hour ago
Suzuki Cultus  2001 VXR for Sale,Suzuki,2001,10500,LPG,Manual,1000,Tando Allah Yar,665000,Updated about 2 hours ago
Toyota Vitz  2003 FL 1.0 for Sale,Toyota,2003,125000,Petrol,Automatic,1000,Karachi,1550000,Updated about 2 hours ago
Toyota Belta  2010 X 1.0 for Sale,Toyota,2010,140000,Petrol,Automatic,1000,Multan,2400000,Updated about 2 hours ago
Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2007,200000,Petrol,Automatic,1800,Karachi,1940000,Updated about 2 hours ago
Mercedes Benz C Class  2006 C180 for Sale,Mercedes Benz,2006,245000,Petrol,Automatic,2000,Islamabad,3500000,Updated about 2 hours ago
Suzuki Mehran  2004 VXR for Sale,Suzuki,2004,200000,Petrol,Automatic,800,Mardan,1000000,Updated about 2 hours ago
Honda Civic  2000 VTi Automatic 1.6 for Sale,Honda,2000,111,Petrol,Automatic,1600,Karachi,1270000,Updated about 2 hours ago
Honda Civic  2006  for Sale,Honda,2006,274000,Hybrid,Automatic,1300,Rawalpindi,2850000,Updated about 9 hours ago
Mercedes Benz C Class  2008 C63 AMG for Sale,Mercedes Benz,2008,65000,Petrol,Automatic,6200,Islamabad,10500000,Updated about 10 hours ago
Toyota Corolla 8th (E110) Generation 2001 2.0D for Sale,Toyota,2001,200000,Diesel,Manual,2000,Sheikhupura,1700000,Updated about 10 hours ago
Toyota Mark X  2005 250G S Package for Sale,Toyota,2005,102000,Petrol,Automatic,2500,Bahawalnagar,4550000,Updated about 11 hours ago
Honda CR-V  2007 ZXI 2.4 for Sale,Honda,2007,100000,Petrol,Automatic,2400,Islamabad,3675000,Updated about 11 hours ago
Toyota Corolla  2009 2.0D Saloon for Sale,Toyota,2009,96365,Diesel,Manual,2000,Lahore,4375000,Updated about 11 hours ago
KIA Sportage  2002  for Sale,KIA,2002,200000,Petrol,Manual,2000,Faisalabad,1400000,Updated about 12 hours ago
Honda Civic  2006 VTi Oriel 1.6 for Sale,Honda,2006,213000,Petrol,Manual,1600,Lahore,1825000,Updated about 12 hours ago
Toyota Prius  2007 S 1.5 for Sale,Toyota,2007,224769,Hybrid,Automatic,1500,Karachi,2800000,Updated about 12 hours ago
Suzuki Cultus  2006 VXL for Sale,Suzuki,2006,82941,Petrol,Manual,1000,Karachi,1000000,Updated about 12 hours ago
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,160000,Petrol,Automatic,1800,Lahore,2630000,Updated about 12 hours ago
Suzuki Mehran  2010 VXR for Sale,Suzuki,2010,133,Petrol,Manual,800,Islamabad,875000,Updated about 12 hours ago
Honda Accord  2006 VTi 2.4 for Sale,Honda,2006,148000,Petrol,Automatic,2400,Lahore,2600000,Updated about 2 hours ago
Honda City  2006 i-DSI Vario for Sale,Honda,2006,33000,Petrol,Automatic,1300,Lahore,1600000,Updated about 2 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,227000,Petrol,Manual,1300,Hyderabad,2100000,Updated about 2 hours ago
Honda Civic  2005 VTi Oriel 1.6 for Sale,Honda,2005,192560,Petrol,Manual,1600,Rawalpindi,2200000,Updated about 3 hours ago
Daihatsu Cuore  2010 CX Automatic for Sale,Daihatsu,2010,139465,Petrol,Automatic,800,Dina,1650000,Updated about 3 hours ago
Honda City 5th (GM2) Generation 2010 1.3 i-VTEC for Sale,Honda,2010,135000,Petrol,Manual,1300,Lahore,2460000,Updated about 3 hours ago
Honda Civic 7th Generation (Facelift) 2006 EXi Prosmatec for Sale,Honda,2006,155000,Petrol,Automatic,1500,Karachi,1690000,Updated about 3 hours ago
KIA Spectra  2001 1.5 for Sale,KIA,2001,75000,Petrol,Manual,1500,Bhimber,600000,Updated about 3 hours ago
Toyota Corolla Axio  2008 X 1.5 for Sale,Toyota,2008,150000,Petrol,Automatic,1500,Swat,3990000,Updated about 3 hours ago
Suzuki Mehran  2006 VXR for Sale,Suzuki,2006,46688,Petrol,Manual,800,Lahore,540000,Updated about 4 hours ago
Suzuki Mehran  2008 VXR for Sale,Suzuki,2008,25000,Petrol,Manual,800,Lahore,800000,Updated about 4 hours ago
Toyota Passo  2009 G 1.0 for Sale,Toyota,2009,80000,Petrol,Automatic,1000,Karachi,1950000,Updated about 4 hours ago
Mercedes Benz C Class  2008 C180 for Sale,Mercedes Benz,2008,68000,Petrol,Automatic,2000,Karachi,4800000,Updated about 4 hours ago
Honda Civic  2004 EXi Prosmatec for Sale,Honda,2004,115000,Petrol,Automatic,1500,Rawalpindi,2200000,Updated about 4 hours ago
Toyota Vitz  2011 F 1.0 for Sale,Toyota,2011,97960,Petrol,Automatic,1000,Karachi,2480000,Updated about 4 hours ago
Daihatsu Charade  1985 CS for Sale,Daihatsu,1985,100000,CNG,Manual,1000,Islamabad,350000,Updated about 4 hours ago
Nissan Juke  2011  for Sale,Nissan,2011,92000,Petrol,Automatic,1500,Karachi,2950000,Updated about 5 hours ago
Honda City  2005 i-DSI for Sale,Honda,2005,200000,Petrol,Manual,1300,Lahore,1500000,Updated about 5 hours ago
Toyota Mark X  2005 250 G L Package for Sale,Toyota,2005,210000,Petrol,Automatic,2500,Islamabad,4150000,Updated about 5 hours ago
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2011,98000,Petrol,Automatic,1800,Karachi,2575000,Updated about 5 hours ago
Honda Civic Reborn 2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2011,138000,Petrol,Automatic,1800,Mian Channu,2600000,Updated about 5 hours ago
Toyota Surf  1997  for Sale,Toyota,1997,100000,Diesel,Manual,3000,Lahore,2500000,Updated about 5 hours ago
Suzuki Cultus  2007 VXR for Sale,Suzuki,2007,124567,Petrol,Manual,1000,Lahore,925000,Updated about 5 hours ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,150000,Petrol,Manual,1000,Kotli Ak,890000,Updated about 6 hours ago
Toyota Corolla  2010 XLi VVTi Limited Edition for Sale,Toyota,2010,137000,Petrol,Manual,1300,Karachi,2300000,Updated about 6 hours ago
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Honda,2011,98000,Petrol,Manual,1300,Karachi,2390000,Updated about 12 hours ago
Suzuki Mehran  2007 VX for Sale,Suzuki,2007,55500,Petrol,Manual,800,Lahore,815000,Updated about 12 hours ago
Toyota Vitz  1999 RS 1.3 for Sale,Toyota,1999,98000,Petrol,Automatic,1300,Islamabad,1980000,Updated about 13 hours ago
Nissan Sunny  2005 Super Saloon Automatic 1.6 for Sale,Nissan,2005,161000,Petrol,Automatic,1600,Islamabad,1875000,Updated about 13 hours ago
Suzuki Cultus  2005 VXR for Sale,Suzuki,2005,86962,Petrol,Manual,1000,Karachi,860000,Updated about 13 hours ago
Daihatsu Cuore  2011 CX for Sale,Daihatsu,2011,133181,Petrol,Manual,800,Islamabad,1250000,Updated about 13 hours ago
Mitsubishi Lancer  2005 GLX 1.3 for Sale,Mitsubishi,2005,314096,Petrol,Manual,1300,Faisalabad,1450000,Updated about 13 hours ago
Toyota Land Cruiser 5th (J80) Generation 1995 VX Limited 4.2D for Sale,Toyota,1995,200000,Diesel,Automatic,4200,Islamabad,4800000,Updated about 13 hours ago
Hyundai Sonata  2006 2.0 for Sale,Hyundai,2006,786,Petrol,Automatic,2000,Karachi,2350000,Updated about 13 hours ago
Honda Civic  2004 EXi Prosmatec for Sale,Honda,2004,92170,Petrol,Automatic,1500,Lahore,1995000,Updated about 13 hours ago
Toyota Prado 2nd (J90) Generation 1998 TZ 3.4 for Sale,Toyota,1998,127000,Petrol,Automatic,3400,Islamabad,6500000,Updated about 13 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi for Sale,Honda,2005,300000,Petrol,Manual,1500,Chenab Nagar,1900000,Updated about 13 hours ago
Suzuki Khyber  1999 Limited Edition for Sale,Suzuki,1999,100000,Petrol,Manual,1000,Karachi,500000,Updated about 6 hours ago
Toyota Corolla 8th (E110) Generation 1998 XE for Sale,Toyota,1998,400000,Petrol,Manual,1300,Islamabad,1320000,Updated about 6 hours ago
Suzuki Potohar  1996  for Sale,Suzuki,1996,20,Petrol,Manual,1000,Multan,1100000,Updated about 6 hours ago
Toyota Surf  1992  for Sale,Toyota,1992,200000,Diesel,Automatic,2950,Lahore,295000,Updated about 6 hours ago
Land Rover Defender  2010 110 for Sale,Land Rover,2010,98000,Diesel,Manual,2200,Islamabad,7500000,Updated about 6 hours ago
Suzuki Cultus  2007 VXRi for Sale,Suzuki,2007,75000,Petrol,Manual,1000,Depal pur,1100000,Updated about 6 hours ago
Toyota Surf  1997 SSR-X 2.7 for Sale,Toyota,1997,200000,Petrol,Automatic,2700,Karachi,3600000,Updated about 6 hours ago
Honda Civic 7th Generation (Facelift) 2005 EXi Prosmatec for Sale,Honda,2005,265952,Petrol,Automatic,1500,Lahore,2000000,Updated about 6 hours ago
Daihatsu Cuore  2000 CX Eco for Sale,Daihatsu,2000,18000,Petrol,Manual,800,Lahore,800000,Updated about 6 hours ago
Daihatsu Cuore  2005 CX Eco for Sale,Daihatsu,2005,200000,Petrol,Manual,800,Rawalpindi,1200000,Updated about 6 hours ago
Toyota Vitz  2007 F 1.0 for Sale,Toyota,2007,110000,Petrol,Automatic,1000,Lahore,2170000,Updated about 6 hours ago
Toyota Corolla  1994 SE Limited for Sale,Toyota,1994,148000,Petrol,Automatic,1500,Karachi,2070000,Updated about 7 hours ago
Toyota Land Cruiser 5th (J80) Generation 1995 VX Limited 4.5 for Sale,Toyota,1995,200000,Petrol,Automatic,4500,Karachi,4800000,Updated about 7 hours ago
Suzuki Liana  2009 RXi (CNG) for Sale,Suzuki,2009,104947,Petrol,Manual,1300,Lahore,1425000,Updated about 7 hours ago
Mercedes Benz C Class  2004 C180 for Sale,Mercedes Benz,2004,110000,Petrol,Automatic,2000,Islamabad,2700000,Updated about 7 hours ago
Toyota Camry  2006 2.4G Limited Edition for Sale,Toyota,2006,125000,Petrol,Automatic,2400,Islamabad,3400000,Updated about 7 hours ago
Toyota Corolla Axio  2007 G for Sale,Toyota,2007,159000,Petrol,Manual,1500,Islamabad,3350000,Updated about 7 hours ago
Daihatsu Charade  1986 DeTomaso for Sale,Daihatsu,1986,1000,Petrol,Manual,1000,Karachi,250000,Updated about 7 hours ago
Toyota Mark X  2005 300G Premium for Sale,Toyota,2005,150000,Petrol,Automatic,3000,Karachi,5560000,Updated about 7 hours ago
Honda City  2005  for Sale,Honda,2005,280000,Petrol,Manual,1300,Pir mahal,1550000,Updated about 7 hours ago
Toyota Corolla  1986 DX Saloon for Sale,Toyota,1986,65000,Petrol,Manual,1300,Lahore,780000,Updated about 7 hours ago
Toyota Corolla  2009 GLi 1.3 VVTi for Sale,Toyota,2009,133000,Petrol,Manual,1300,Rawalpindi,2950000,Updated about 7 hours ago
Suzuki Cultus  2011 VXRi (CNG) for Sale,Suzuki,2011,80000,Petrol,Manual,1000,Karachi,1100000,Updated about 7 hours ago
Daihatsu Cuore  2006 CL for Sale,Daihatsu,2006,100000,Petrol,Manual,800,Lahore,995000,Updated about 7 hours ago
BMW 3 Series  1993  for Sale,BMW,1993,50000,Petrol,Automatic,2000,Lahore,1500000,Updated about 7 hours ago
Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,Honda,2010,123989,Petrol,Automatic,1800,Gujranwala,2950000,Updated about 13 hours ago
Toyota Premio  2008 F 1.5 for Sale,Toyota,2008,60000,Petrol,Automatic,1500,Karachi,3950000,Updated about 13 hours ago
Toyota Corolla 9th (E120) Generation 2008 XLi for Sale,Toyota,2008,146000,Petrol,Manual,1300,Islamabad,2450000,Updated about 13 hours ago
Honda City  2004 i-DSI for Sale,Honda,2004,300000,Petrol,Manual,1300,Islamabad,1750000,Updated about 13 hours ago
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,Toyota,2010,151800,Petrol,Manual,1300,Islamabad,2750000,Updated about 13 hours ago
Honda Civic Reborn 2007 VTi Prosmatec 1.8 i-VTEC for Sale,Honda,2007,258000,Petrol,Automatic,1800,Islamabad,2490000,Updated about 13 hours ago
Suzuki Alto  2006 VXR for Sale,Suzuki,2006,125000,Petrol,Manual,1000,Karachi,925000,Updated about 13 hours ago
Suzuki Liana  2011 Eminent Automatic for Sale,Suzuki,2011,135000,Petrol,Automatic,1600,Karachi,1797000,Updated about 13 hours ago
Honda City  2006 i-DSI Vario for Sale,Honda,2006,58000,Petrol,Automatic,1300,Karachi,2990000,Updated about 13 hours ago
Suzuki Alto  2011 VXR (CNG) for Sale,Suzuki,2011,149667,CNG,Manual,1000,Multan,1450000,Updated about 13 hours ago
Suzuki Alto  2007 VXR for Sale,Suzuki,2007,97000,Petrol,Automatic,1000,Lahore,1360000,Updated about 14 hours ago
Honda City 5th (GM2) Generation 2011 1.3 i-VTEC for Sale,Honda,2011,165000,Petrol,Manual,1300,Rawalpindi,2725000,Updated about 14 hours ago
Honda Airwave  2006 M for Sale,Honda,2006,183000,Petrol,Automatic,1500,Farooqabad,2800000,Updated about 7 hours ago
Toyota Probox  2006 DX for Sale,Toyota,2006,196250,Petrol,Automatic,1300,Rawalpindi,2375000,Updated about 7 hours ago
Suzuki Cultus  2010 VXRi for Sale,Suzuki,2010,100000,Petrol,Manual,1000,Sargodha,1250000,Updated about 7 hours ago
Suzuki Bolan  1992 VX for Sale,Suzuki,1992,386524,Petrol,Manual,800,Karachi,380000,Updated about 7 hours ago
Suzuki Khyber  1998  for Sale,Suzuki,1998,100000,LPG,Manual,950,Karachi,420000,Updated about 7 hours ago
Honda Civic Reborn 2010 VTi Oriel 1.8 i-VTEC for Sale,Honda,2010,200000,Petrol,Manual,1800,Gujrat,2650000,Updated about 7 hours ago
Toyota Prado  2011 TX 2.7 for Sale,Toyota,2011,64373,Petrol,Automatic,2700,Karachi,13760000,Updated about 8 hours ago
Jeep Cherokee  1984  for Sale,Jeep,1984,3000,Diesel,Automatic,11111,Islamabad,1000000,Updated about 8 hours ago
Toyota Corolla  2010 GLi 1.3 VVTi for Sale,Toyota,2010,150000,Petrol,Manual,1300,Sialkot,2400000,Updated about 8 hours ago
Toyota Corolla Axio  2007 G for Sale,Toyota,2007,1,Petrol,Automatic,1500,Peshawar,3350000,Updated about 8 hours ago
Honda Civic 7th Generation (Facelift) 2005 VTi Prosmatec 1.6 for Sale,Honda,2005,215000,Petrol,Automatic,1600,Karachi,1525000,Updated about 8 hours ago
KIA Classic  2001 LX for Sale,KIA,2001,150000,Petrol,Manual,1323,Kamoke,600000,Updated about 8 hours ago
Toyota Vitz  2009 F 1.0 for Sale,Toyota,2009,125532,Petrol,Automatic,1000,Sahiwal,2350000,Updated about 8 hours ago
Suzuki Margalla  1990  for Sale,Suzuki,1990,70000,CNG,Manual,1300,Karachi,480000,Updated about 8 hours ago
Honda City  2005 i-DSI Vario for Sale,Honda,2005,160000,Petrol,Automatic,1300,Chowk munda,1900000,Updated about 8 hours ago
Suzuki Cultus  2008 VXRi for Sale,Suzuki,2008,100000,Petrol,Manual,1000,Bhakkar,1300000,Updated about 8 hours ago
Honda Life  2011  for Sale,Honda,2011,1,Petrol,Automatic,660,Peshawar,1950000,Updated about 8 hours ago
Toyota Corolla  2005 SE Saloon Automatic for Sale,Toyota,2005,1000,Petrol,Automatic,1600,Bahawalpur,2200000,Updated about 8 hours ago
Suzuki Khyber  1996 GA for Sale,Suzuki,1996,150000,Petrol,Manual,1000,Karachi,370000,Updated about 8 hours ago
Honda Civic 7th Generation (Facelift) 2005 VTi Oriel Prosmatec 1.6 for Sale,Honda,2005,185000,Petrol,Automatic,1600,Islamabad,195000,Updated about 8 hours ago
Daihatsu Cuore  2010 CX Eco for Sale,Daihatsu,2010,150000,Petrol,Manual,800,Kamalia,1290000,Updated about 8 hours ago
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,Honda,2007,116726,Petrol,Manual,1800,Hyderabad,2100000,Updated about 8 hours ago
Daihatsu Mira  2008  for Sale,Daihatsu,2008,145000,Petrol,Automatic,660,Karachi,1920000,Updated about 8 hours ago
Daihatsu Cuore  2008 CX Ecomatic for Sale,Daihatsu,2008,150000,Petrol,Automatic,800,Karachi,1130000,Updated about 8 hours ago
Suzuki Mehran  2007 VX for Sale,Suzuki,2007,80000,Petrol,Manual,800,Rawalpindi,750000,Updated about 8 hours ago
Hyundai Santro  2005 Exec for Sale,Hyundai,2005,95000,Petrol,Manual,1000,Lahore,1290000,Updated about 14 hours ago
Toyota Passo  2009 X for Sale,Toyota,2009,110000,Petrol,Automatic,1000,Karachi,1990000,Updated about 14 hours ago
Toyota Passo  2010 X for Sale,Toyota,2010,94000,Petrol,Automatic,1000,Karachi,2150000,Updated about 14 hours ago
Daihatsu Cuore  2008 CX Automatic for Sale,Daihatsu,2008,90000,Petrol,Automatic,800,Karachi,1270000,Updated about 14 hours ago
Nissan Kix  2010 RX for Sale,Nissan,2010,87000,Petrol,Manual,660,Lahore,1775000,Updated about 14 hours ago
Chevrolet Optra  2008 1.6 Automatic for Sale,Chevrolet,2008,219815,Petrol,Automatic,1600,Lahore,1400000,Updated about 14 hours ago
Nissan Note  2007  for Sale,Nissan,2007,248000,Petrol,Automatic,1500,Islamabad,2150000,Updated about 14 hours ago
Honda Civic 7th Generation (Facelift) 2006 VTi Oriel UG Prosmatec 1.6 for Sale,Honda,2006,102500,Petrol,Automatic,1600,Lahore,2175000,Updated about 14 hours ago
Toyota Vitz  2006 F 1.0 for Sale,Toyota,2006,124672,Petrol,Automatic,1000,Karachi,2000000,Updated about 14 hours ago
Suzuki Alto  2011 VXR (CNG) for Sale,Suzuki,2011,92321,CNG,Manual,1000,Karachi,890000,Updated about 14 hours ago
Toyota Passo  2009 G 1.0 for Sale,Toyota,2009,92321,Petrol,Automatic,1000,Karachi,1985000,Updated about 14 hours ago
Toyota Surf  2005 SSR-X 2.7 for Sale,Toyota,2005,147945,Petrol,Automatic,2700,Islamabad,7000000,Updated about 14 hours ago
Daihatsu Cuore  2006 CL Eco for Sale,Daihatsu,2006,237500,Petrol,Manual,800,Sargodha,950000,Updated about 8 hours ago
Toyota Corolla 9th (E120) Generation 2002 SE Saloon Automatic for Sale,Toyota,2002,150000,Petrol,Automatic,1600,Karachi,2150000,Updated about 8 hours ago
Suzuki Liana  2007 Eminent Automatic for Sale,Suzuki,2007,106000,Petrol,Automatic,1600,Rawalpindi,1475000,Updated about 8 hours ago
Suzuki Cultus  2007 VXR (CNG) for Sale,Suzuki,2007,92000,Petrol,Manual,1000,Rawalpindi,1050000,Updated about 8 hours ago
Suzuki Bolan  1991 VX (CNG) for Sale,Suzuki,1991,90000,LPG,Manual,800,Mardan,400000,Updated about 8 hours ago
Toyota Vitz  2007 F 1.0 for Sale,Toyota,2007,160000,Petrol,Automatic,1000,Karachi,2020000,Updated about 8 hours ago
Suzuki Cultus  2005  for Sale,Suzuki,2005,673,CNG,Manual,933,Rawalpindi,1110000,Updated about 9 hours ago
Toyota Corolla  2010 Altis Cruisetronic 1.6 for Sale,Toyota,2010,152000,Petrol,Automatic,1600,Mian Channu,2700000,Updated about 9 hours ago
Toyota Surf  2004 SSR-G 3.4 for Sale,Toyota,2004,117000,Petrol,Automatic,3400,Peshawar,10500000,Updated about 9 hours ago
Mitsubishi Lancer  2007 GLX 1.3 for Sale,Mitsubishi,2007,292000,Petrol,Manual,1300,Lahore,1790000,Updated about 9 hours ago
Suzuki Cultus  2010 VXRi for Sale,Suzuki,2010,65000,Petrol,Manual,1000,Wah cantt,1495000,Updated about 9 hours ago
Toyota Vitz  2006 F 1.3 for Sale,Toyota,2006,120000,Petrol,Automatic,1300,Bannu,2550000,Updated about 9 hours ago
Suzuki Mehran  2004 VXR for Sale,Suzuki,2004,22670,Petrol,Automatic,800,Rawalpindi,1200000,Updated about 9 hours ago
Honda Accord  2000  for Sale,Honda,2000,167000,Petrol,Automatic,1800,Karachi,160000,Updated about 9 hours ago
Mercedes Benz S Class  2002 S 320 for Sale,Mercedes Benz,2002,3,Petrol,Automatic,3199,Islamabad,3500000,Updated about 9 hours ago
Suzuki Cultus  2009 VXRi for Sale,Suzuki,2009,30125,Petrol,Manual,1000,Lahore,1065000,Updated about 9 hours ago
Suzuki Alto  2010  for Sale,Suzuki,2010,98900,Petrol,Automatic,660,Karachi,1195000,Updated about 9 hours ago
Honda Civic  2006 VTi Prosmatec 1.6 for Sale,Honda,2006,3000,Petrol,Automatic,1600,Islamabad,1980000,Updated about 9 hours ago
Suzuki Cultus  2006  for Sale,Suzuki,2006,400000,Petrol,Manual,100,Peshawar,950000,Updated about 9 hours ago
Honda Civic  2004 EXi for Sale,Honda,2004,150000,Petrol,Manual,1500,Islamabad,2200000,Updated about 9 hours ago
Toyota Corolla 9th (E120) Generation 2004 GLi 1.3 for Sale,Toyota,2004,250000,Petrol,Manual,1300,Islamabad,2150000,Updated about 9 hours ago
Honda Airwave  2007 M for Sale,Honda,2007,136000,Petrol,Automatic,1500,Karachi,2775000,Updated about 9 hours ago
Toyota Corolla  2010 XLi VVTi Limited Edition for Sale,Toyota,2010,135000,Petrol,Manual,1300,Karachi,2500000,Updated about 9 hours ago
KIA Spectra  2001 1.6 for Sale,KIA,2001,150000,Petrol,Manual,1600,Lahore,1200000,Updated about 9 hours ago
Honda Civic  2005 EXi Prosmatec for Sale,Honda,2005,95000,Petrol,Automatic,1500,Islamabad,2650000,Updated about 9 hours ago
Suzuki Baleno  2001 GTi 1.6 for Sale,Suzuki,2001,283525,Petrol,Manual,1600,Rawalpindi,1150000,Updated about 14 hours ago
Toyota Camry 4th (XV40) Generation 2007 Up-Spec Automatic 2.4 for Sale,Toyota,2007,153000,Petrol,Automatic,2400,Lahore,3075000,Updated about 14 hours ago
Suzuki Alto  2008 GII for Sale,Suzuki,2008,127467,Petrol,Automatic,660,Karachi,1300000,Updated about 14 hours ago
Honda Civic Reborn 2008 VTi Prosmatec 1.8 i-VTEC for Sale,Honda,2008,150000,Petrol,Automatic,1800,Lahore,2250000,Updated about 14 hours ago
Suzuki Alto  2003 VXR for Sale,Suzuki,2003,162100,Petrol,Manual,1000,Bahawalpur,1400000,Updated about 14 hours ago
Honda Civic Reborn 2008 VTi Oriel 1.8 i-VTEC for Sale,Honda,2008,198810,Petrol,Manual,1800,Islamabad,2400000,Updated about 15 hours ago
Daihatsu Terios Kid  1999 X for Sale,Daihatsu,1999,122000,Petrol,Automatic,660,Lahore,1850000,Updated about 15 hours ago
Toyota Passo  2010 Plus Hana C for Sale,Toyota,2010,115000,Petrol,Automatic,1000,Islamabad,2720000,Updated about 15 hours ago
Honda Civic Reborn 2007 VTi Oriel 1.8 i-VTEC for Sale,Honda,2007,145000,Petrol,Manual,1800,Islamabad,2290000,Updated about 15 hours ago
Toyota Surf  2005 SSR-X 2.7 for Sale,Toyota,2005,118000,Petrol,Automatic,2700,Rawalpindi,7000000,Updated about 15 hours ago
Honda Airwave  2007 M S Package for Sale,Honda,2007,163000,Petrol,Automatic,1500,Karachi,2500000,Updated about 15 hours ago
Suzuki Swift  2011 DLX Automatic 1.3 for Sale,Suzuki,2011,162000,Petrol,Automatic,1300,Islamabad,1935000,Updated about 15 hours ago
Honda Civic Reborn 2006 MXB (Hybrid) for Sale,Honda,2006,140000,Hybrid,Automatic,1300,Islamabad,2650000,Updated about 9 hours ago
Toyota Corolla  2011 GLi 1.3 VVTi for Sale,Toyota,2011,225000,Petrol,Manual,1300,Islamabad,2580000,Updated about 9 hours ago
Suzuki Khyber  1996  for Sale,Suzuki,1996,800000,Petrol,Manual,1000,Islamabad,575000,Updated about 9 hours ago
Hyundai Santro  2004 Exec for Sale,Hyundai,2004,200000,Petrol,Manual,1000,Lahore,1350000,Updated about 9 hours ago
Honda Civic  2006  for Sale,Honda,2006,274000,Hybrid,Automatic,1300,Rawalpindi,2850000,Updated about 9 hours ago
Toyota Prius  2010  for Sale,Toyota,2010,200000,Hybrid,Automatic,1800,Peshawar,4320000,Updated about 9 hours ago
Honda Civic  1999 EXi for Sale,Honda,1999,160000,Petrol,Manual,1500,Karachi,1300000,Updated about 9 hours ago
Toyota Corolla  1997  for Sale,Toyota,1997,36000,Petrol,Automatic,1600,Islamabad,1300000,Updated about 9 hours ago
Honda City  2005 i-DSI Vario for Sale,Honda,2005,203716,Petrol,Automatic,1300,Karachi,1815000,Updated about 9 hours ago
Suzuki Mehran  2003 VX (CNG) for Sale,Suzuki,2003,5,CNG,Manual,800,Karachi,600000,Updated about 9 hours ago
